Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Claim_ID
75002,75002,10000,2025-08-14 11:26:50,1,3024
75055,75055,10000,2025-07-14 13:01:20,1,3025
75093,75093,10000,2025-12-07 20:17:27,1,3026
75119,75119,10000,2025-02-27 14:47:51,1,3027
75136,75136,10000,2025-11-07 11:08:03,1,3028
75173,75173,10000,2025-05-07 08:27:39,1,3029
75228,75228,10000,2025-03-28 21:23:49,1,3030
75245,75245,10000,2025-09-07 04:23:07,1,3031
75249,75249,10000,2025-02-20 16:52:40,1,3032
75258,75258,10000,2025-11-07 03:28:43,1,3033
75260,75260,10000,2025-09-28 02:57:28,1,3034
75295,75295,10000,2025-07-07 11:36:33,1,3035
75315,75315,10000,2025-01-27 03:50:52,1,3036
75345,75345,10000,2025-03-14 04:24:50,1,3037
75361,75361,10000,2025-02-20 05:11:01,1,3038
75383,75383,10000,2025-04-07 14:37:12,1,3039
75394,75394,10000,2025-09-21 07:16:09,1,3040
75497,75497,10000,2025-11-07 02:26:07,1,3041
75508,75508,10000,2025-11-21 23:18:44,1,3042
75557,75557,10000,2025-02-13 08:31:31,1,3043
75602,75602,10000,2025-08-28 18:05:39,1,3044
75617,75617,10000,2025-11-07 18:43:39,1,3045
75645,75645,10000,2025-11-07 06:15:23,1,3046
75680,75680,10000,2025-12-07 14:32:17,1,3047
75726,75726,10000,2025-12-07 15:19:56,1,3048
75787,75787,10000,2025-03-21 00:12:10,1,3049
75829,75829,10000,2025-08-07 18:34:14,1,3050
75833,75833,10000,2025-01-20 04:59:16,1,3051
75889,75889,10000,2025-11-28 14:25:28,1,3052
75891,75891,10000,2025-08-07 05:21:21,1,3053
75917,75917,10000,2025-02-06 05:14:52,1,3054
75936,75936,10000,2025-05-28 04:49:01,1,3055
75939,75939,10000,2025-06-07 22:09:19,1,3056
75943,75943,10000,2025-10-14 02:42:50,1,3057
75958,75958,10000,2025-04-21 01:17:34,1,3058
75962,75962,10000,2025-09-28 05:29:21,1,3059
76028,76028,10000,2025-06-07 14:43:38,1,3060
76034,76034,10000,2025-06-28 08:45:29,1,3061
76057,76057,10000,2025-11-28 19:32:24,1,3062
76060,76060,10000,2025-04-28 02:25:27,1,3063
76087,76087,10000,2025-12-28 07:17:15,1,3064
76093,76093,10000,2025-02-27 08:29:04,1,3065
76154,76154,10000,2025-05-07 16:59:55,1,3066
76155,76155,10000,2025-12-21 00:19:37,1,3067
76183,76183,10000,2025-01-27 04:22:42,1,3068
76226,76226,10000,2025-08-14 09:22:04,1,3069
76240,76240,10000,2025-11-07 19:23:06,1,3070
76299,76299,10000,2025-10-28 11:22:14,1,3071
76315,76315,10000,2025-02-20 15:56:27,1,3072
76388,76388,10000,2025-03-07 00:25:29,1,3073
76392,76392,10000,2025-11-28 03:02:37,1,3074
76474,76474,10000,2025-12-14 05:32:24,1,3075
76475,76475,10000,2025-09-14 18:55:51,1,3076
76529,76529,10000,2025-03-07 19:11:34,1,3077
76544,76544,10000,2025-10-28 02:05:07,1,3078
76579,76579,10000,2025-03-28 11:05:11,1,3079
76580,76580,10000,2025-09-14 18:02:45,1,3080
76605,76605,10000,2025-08-28 15:17:19,1,3081
76618,76618,10000,2025-10-07 22:27:22,1,3082
76654,76654,10000,2025-08-07 23:34:33,1,3083
76702,76702,10000,2025-12-07 19:05:34,1,3084
76713,76713,10000,2025-05-28 05:49:31,1,3085
76793,76793,10000,2025-07-28 13:15:38,1,3086
76824,76824,10000,2025-12-21 05:00:08,1,3087
76835,76835,10000,2025-09-14 03:20:47,1,3088
76870,76870,10000,2025-04-14 13:01:33,1,3089
76893,76893,10000,2025-06-14 20:16:54,1,3090
76894,76894,10000,2025-04-14 18:54:50,1,3091
77002,77002,10000,2025-07-14 02:47:44,1,3092
77022,77022,10000,2025-11-14 09:40:19,1,3093
77025,77025,10000,2025-03-28 20:14:32,1,3094
77038,77038,10000,2025-08-21 23:47:57,1,3095
77045,77045,10000,2025-01-27 16:50:57,1,3096
77058,77058,10000,2025-10-14 17:08:56,1,3097
77061,77061,10000,2025-03-14 02:52:56,1,3098
77082,77082,10000,2025-08-28 00:56:35,1,3099
77188,77188,10000,2025-06-21 15:09:27,1,3100
77201,77201,10000,2025-04-21 21:58:13,1,3101
77228,77228,10000,2025-06-07 03:29:57,1,3102
77287,77287,10000,2025-09-21 06:30:19,1,3103
77321,77321,10000,2025-03-14 09:39:05,1,3104
77367,77367,10000,2025-05-14 07:49:50,1,3105
77378,77378,10000,2025-12-14 19:33:49,1,3106
77431,77431,10000,2025-12-14 16:01:33,1,3107
77442,77442,10000,2025-04-07 08:27:38,1,3108
77448,77448,10000,2025-06-28 07:07:17,1,3109
77494,77494,10000,2025-04-21 12:14:14,1,3110
77513,77513,10000,2025-08-21 01:57:29,1,3111
77524,77524,10000,2025-05-21 05:38:00,1,3112
77554,77554,10000,2025-05-14 01:49:37,1,3113
77597,77597,10000,2025-05-28 08:24:23,1,3114
77600,77600,10000,2025-12-07 13:23:13,1,3115
77611,77611,10000,2025-07-07 05:36:46,1,3116
77686,77686,10000,2025-12-07 05:33:24,1,3117
77699,77699,10000,2025-11-14 05:32:06,1,3118
77718,77718,10000,2025-11-07 00:50:18,1,3119
77729,77729,10000,2025-08-14 08:47:14,1,3120
77736,77736,10000,2025-02-27 16:52:51,1,3121
77766,77766,10000,2025-09-21 21:27:25,1,3122
77859,77859,10000,2025-09-14 18:56:33,1,3123
77868,77868,10000,2025-10-21 14:47:49,1,3124
77869,77869,10000,2025-09-21 23:09:59,1,3125
77871,77871,10000,2025-07-21 20:47:28,1,3126
77880,77880,10000,2025-08-28 02:20:55,1,3127
77900,77900,10000,2025-07-28 23:55:20,1,3128
77917,77917,10000,2025-05-21 01:42:52,1,3129
77962,77962,10000,2025-11-28 07:04:02,1,3130
77966,77966,10000,2025-10-21 05:33:02,1,3131
78012,78012,10000,2025-08-14 12:23:05,1,3132
78025,78025,10000,2025-09-21 17:17:19,1,3133
78094,78094,10000,2025-09-28 01:37:17,1,3134
78101,78101,10000,2025-07-07 20:19:51,1,3135
78149,78149,10000,2025-12-21 16:09:25,1,3136
78157,78157,10000,2025-05-14 15:48:43,1,3137
78168,78168,10000,2025-01-13 06:13:33,1,3138
78178,78178,10000,2025-01-20 19:14:29,1,3139
78183,78183,10000,2025-09-07 21:33:33,1,3140
78196,78196,10000,2025-11-21 02:07:29,1,3141
78208,78208,10000,2025-07-07 16:05:01,1,3142
78271,78271,10000,2025-09-07 09:20:56,1,3143
78283,78283,10000,2025-04-21 01:38:30,1,3144
78285,78285,10000,2025-03-07 10:48:23,1,3145
78298,78298,10000,2025-01-13 12:10:18,1,3146
78305,78305,10000,2025-02-20 13:44:03,1,3147
78311,78311,10000,2025-05-14 15:18:36,1,3148
78366,78366,10000,2025-08-07 19:31:10,1,3149
78446,78446,10000,2025-11-21 03:06:37,1,3150
78449,78449,10000,2025-06-14 09:01:19,1,3151
78560,78560,10000,2025-01-06 07:29:58,1,3152
78566,78566,10000,2025-06-14 14:42:53,1,3153
78584,78584,10000,2025-10-21 16:19:59,1,3154
78618,78618,10000,2025-09-07 06:07:47,1,3155
78621,78621,10000,2025-02-27 22:54:13,1,3156
78663,78663,10000,2025-05-21 21:17:04,1,3157
78684,78684,10000,2025-06-28 17:48:57,1,3158
78713,78713,10000,2025-07-21 23:20:26,1,3159
78756,78756,10000,2025-11-07 05:14:44,1,3160
78768,78768,10000,2025-02-20 19:47:00,1,3161
78780,78780,10000,2025-05-28 01:27:48,1,3162
78854,78854,10000,2025-07-07 21:27:01,1,3163
78858,78858,10000,2025-08-28 18:23:55,1,3164
78877,78877,10000,2025-06-14 08:51:15,1,3165
78891,78891,10000,2025-06-07 16:22:22,1,3166
78904,78904,10000,2025-01-20 12:43:22,1,3167
78928,78928,10000,2025-06-07 00:54:16,1,3168
78972,78972,10000,2025-08-21 18:16:25,1,3169
78988,78988,10000,2025-11-21 17:25:08,1,3170
78999,78999,10000,2025-03-21 19:12:41,1,3171
79002,79002,10000,2025-11-14 07:52:49,1,3172
79031,79031,10000,2025-03-21 03:27:52,1,3173
79036,79036,10000,2025-09-07 22:45:53,1,3174
79063,79063,10000,2025-07-28 19:35:43,1,3175
79075,79075,10000,2025-01-06 01:02:26,1,3176
79088,79088,10000,2025-07-28 02:50:10,1,3177
79109,79109,10000,2025-02-20 17:24:39,1,3178
79132,79132,10000,2025-09-21 05:34:54,1,3179
79148,79148,10000,2025-09-07 09:39:23,1,3180
79188,79188,10000,2025-04-14 02:31:44,1,3181
79242,79242,10000,2025-07-28 20:51:42,1,3182
79270,79270,10000,2025-01-20 16:07:43,1,3183
79273,79273,10000,2025-04-14 03:53:34,1,3184
79287,79287,10000,2025-02-06 19:06:21,1,3185
79302,79302,10000,2025-03-14 15:16:56,1,3186
79389,79389,10000,2025-05-21 09:07:47,1,3187
79433,79433,10000,2025-02-13 09:07:27,1,3188
79435,79435,10000,2025-10-07 16:32:13,1,3189
79443,79443,10000,2025-10-28 06:13:25,1,3190
79495,79495,10000,2025-07-21 12:58:59,1,3191
79537,79537,10000,2025-08-28 07:58:13,1,3192
79538,79538,10000,2025-06-14 04:59:27,1,3193
79542,79542,10000,2025-07-07 12:45:25,1,3194
79558,79558,10000,2025-10-07 20:12:11,1,3195
79571,79571,10000,2025-02-06 02:52:33,1,3196
79577,79577,10000,2025-03-07 17:15:12,1,3197
79585,79585,10000,2025-07-21 13:06:55,1,3198
79619,79619,10000,2025-09-07 17:35:30,1,3199
79636,79636,10000,2025-11-14 05:00:01,1,3200
79661,79661,10000,2025-03-28 01:43:00,1,3201
79686,79686,10000,2025-09-21 00:06:36,1,3202
79698,79698,10000,2025-08-21 06:11:00,1,3203
79712,79712,10000,2025-06-21 06:51:56,1,3204
79750,79750,10000,2025-05-14 13:58:11,1,3205
79781,79781,10000,2025-04-28 15:37:14,1,3206
79807,79807,10000,2025-10-28 17:54:50,1,3207
79814,79814,10000,2025-09-07 21:21:30,1,3208
79880,79880,10000,2025-01-13 20:09:01,1,3209
79930,79930,10000,2025-05-14 01:58:12,1,3210
79957,79957,10000,2025-02-13 13:26:55,1,3211
80009,80009,10000,2025-08-07 11:55:35,1,3212
80010,80010,10000,2025-12-07 14:03:56,1,3213
80074,80074,10000,2025-02-13 12:00:11,1,3214
80095,80095,10000,2025-02-27 11:34:21,1,3215
80097,80097,10000,2025-04-14 03:44:30,1,3216
80114,80114,10000,2025-02-13 03:48:11,1,3217
80116,80116,10000,2025-09-07 13:24:33,1,3218
80119,80119,10000,2025-07-07 12:50:51,1,3219
80162,80162,10000,2025-04-28 21:10:06,1,3220
80168,80168,10000,2025-02-06 14:28:41,1,3221
80180,80180,10000,2025-08-28 04:32:43,1,3222
80194,80194,10000,2025-01-20 00:40:20,1,3223
80319,80319,10000,2025-05-07 22:10:57,1,3224
80324,80324,10000,2025-07-07 06:25:55,1,3225
80347,80347,10000,2025-10-21 03:08:52,1,3226
80361,80361,10000,2025-06-28 13:57:14,1,3227
80400,80400,10000,2025-01-06 06:17:26,1,3228
80428,80428,10000,2025-09-14 02:28:24,1,3229
80444,80444,10000,2025-07-28 22:16:18,1,3230
80452,80452,10000,2025-08-14 16:57:31,1,3231
80495,80495,10000,2025-02-06 17:32:46,1,3232
80503,80503,10000,2025-12-07 21:40:12,1,3233
80506,80506,10000,2025-04-07 16:20:19,1,3234
80510,80510,10000,2025-06-07 12:20:42,1,3235
80519,80519,10000,2025-10-21 02:48:33,1,3236
80521,80521,10000,2025-05-28 05:37:37,1,3237
80562,80562,10000,2025-12-07 01:28:49,1,3238
80563,80563,10000,2025-07-07 22:49:35,1,3239
80586,80586,10000,2025-03-14 04:20:16,1,3240
80628,80628,10000,2025-03-21 16:41:47,1,3241
80634,80634,10000,2025-06-07 03:26:12,1,3242
80650,80650,10000,2025-12-21 00:30:49,1,3243
80660,80660,10000,2025-07-21 18:52:38,1,3244
80698,80698,10000,2025-07-14 03:26:50,1,3245
80736,80736,10000,2025-06-14 15:58:56,1,3246
80793,80793,10000,2025-11-14 14:45:15,1,3247
80806,80806,10000,2025-08-07 05:18:49,1,3248
80815,80815,10000,2025-04-28 10:37:30,1,3249
80818,80818,10000,2025-09-14 09:00:01,1,3250
80877,80877,10000,2025-07-07 16:20:49,1,3251
80878,80878,10000,2025-01-13 13:41:11,1,3252
80972,80972,10000,2025-11-07 22:38:52,1,3253
81001,81001,10000,2025-09-14 11:40:24,1,3254
81049,81049,10000,2025-12-28 19:34:29,1,3255
81056,81056,10000,2025-05-21 10:25:45,1,3256
81063,81063,10000,2025-01-13 22:43:21,1,3257
81072,81072,10000,2025-09-14 07:36:57,1,3258
81101,81101,10000,2025-01-13 18:39:02,1,3259
81113,81113,10000,2025-10-28 13:29:23,1,3260
81127,81127,10000,2025-02-13 00:41:35,1,3261
81146,81146,10000,2025-03-28 14:31:23,1,3262
81168,81168,10000,2025-04-14 04:18:18,1,3263
81172,81172,10000,2025-05-07 20:05:18,1,3264
81175,81175,10000,2025-01-06 14:09:45,1,3265
81180,81180,10000,2025-12-21 20:02:34,1,3266
81200,81200,10000,2025-07-21 22:35:29,1,3267
81241,81241,10000,2025-11-07 23:49:30,1,3268
81278,81278,10000,2025-02-27 12:58:57,1,3269
81290,81290,10000,2025-05-14 23:46:44,1,3270
81293,81293,10000,2025-02-06 15:29:42,1,3271
81308,81308,10000,2025-04-21 18:10:28,1,3272
81316,81316,10000,2025-02-20 00:20:47,1,3273
81451,81451,10000,2025-11-14 11:47:57,1,3274
81500,81500,10000,2025-06-28 19:59:24,1,3275
81515,81515,10000,2025-02-20 10:03:22,1,3276
81521,81521,10000,2025-12-07 06:48:30,1,3277
81526,81526,10000,2025-10-21 23:59:51,1,3278
81557,81557,10000,2025-06-14 00:33:31,1,3279
81629,81629,10000,2025-04-21 03:10:27,1,3280
81648,81648,10000,2025-02-27 04:15:21,1,3281
81656,81656,10000,2025-08-14 00:11:09,1,3282
81663,81663,10000,2025-10-14 02:00:01,1,3283
81672,81672,10000,2025-07-28 04:32:08,1,3284
81676,81676,10000,2025-01-06 14:09:24,1,3285
81701,81701,10000,2025-07-21 02:38:45,1,3286
81741,81741,10000,2025-06-28 04:47:44,1,3287
81744,81744,10000,2025-08-21 08:51:42,1,3288
81818,81818,10000,2025-01-27 21:51:12,1,3289
81848,81848,10000,2025-10-14 21:10:12,1,3290
81870,81870,10000,2025-07-07 03:32:32,1,3291
81871,81871,10000,2025-07-07 20:05:32,1,3292
81882,81882,10000,2025-04-14 02:03:30,1,3293
81927,81927,10000,2025-08-07 16:33:00,1,3294
81942,81942,10000,2025-11-14 07:51:03,1,3295
81970,81970,10000,2025-04-28 19:30:03,1,3296
81977,81977,10000,2025-11-14 00:45:20,1,3297
81982,81982,10000,2025-11-07 03:42:32,1,3298
81988,81988,10000,2025-11-21 22:12:07,1,3299
82067,82067,10000,2025-06-28 21:47:11,1,3300
82076,82076,10000,2025-08-07 06:19:27,1,3301
82126,82126,10000,2025-06-07 14:51:06,1,3302
82166,82166,10000,2025-07-07 00:35:17,1,3303
82171,82171,10000,2025-04-07 14:00:37,1,3304
82213,82213,10000,2025-12-07 16:44:30,1,3305
82263,82263,10000,2025-03-07 14:03:13,1,3306
82367,82367,10000,2025-01-20 22:38:24,1,3307
82470,82470,10000,2025-08-07 16:07:58,1,3308
82485,82485,10000,2025-09-28 10:44:37,1,3309
82513,82513,10000,2025-02-27 18:25:08,1,3310
82514,82514,10000,2025-11-14 05:05:02,1,3311
82561,82561,10000,2025-02-27 03:21:20,1,3312
82603,82603,10000,2025-07-21 18:36:35,1,3313
82656,82656,10000,2025-12-07 20:24:31,1,3314
82675,82675,10000,2025-11-14 12:43:36,1,3315
82690,82690,10000,2025-10-07 12:33:51,1,3316
82704,82704,10000,2025-03-14 04:24:19,1,3317
82711,82711,10000,2025-12-28 18:10:38,1,3318
82717,82717,10000,2025-11-14 00:49:05,1,3319
82742,82742,10000,2025-01-13 23:56:06,1,3320
82763,82763,10000,2025-12-14 14:15:00,1,3321
82822,82822,10000,2025-01-13 05:01:11,1,3322
82829,82829,10000,2025-11-07 21:17:41,1,3323
82868,82868,10000,2025-01-13 00:41:32,1,3324
82874,82874,10000,2025-08-21 05:20:42,1,3325
82890,82890,10000,2025-12-21 11:52:08,1,3326
82904,82904,10000,2025-08-28 14:28:40,1,3327
82910,82910,10000,2025-04-07 21:55:25,1,3328
82937,82937,10000,2025-12-14 14:55:43,1,3329
82939,82939,10000,2025-01-27 00:00:34,1,3330
82943,82943,10000,2025-06-21 23:41:42,1,3331
82946,82946,10000,2025-05-07 07:25:09,1,3332
82960,82960,10000,2025-12-14 00:53:40,1,3333
82964,82964,10000,2025-11-14 14:17:50,1,3334
82983,82983,10000,2025-12-14 19:47:00,1,3335
83034,83034,10000,2025-03-21 00:23:05,1,3336
83039,83039,10000,2025-04-28 02:22:10,1,3337
83052,83052,10000,2025-11-14 21:01:32,1,3338
83057,83057,10000,2025-08-28 09:37:48,1,3339
83067,83067,10000,2025-11-28 14:08:43,1,3340
83105,83105,10000,2025-09-07 16:55:21,1,3341
83115,83115,10000,2025-02-27 20:08:19,1,3342
83131,83131,10000,2025-08-21 17:23:53,1,3343
83132,83132,10000,2025-05-07 17:03:06,1,3344
83153,83153,10000,2025-07-14 17:49:22,1,3345
83186,83186,10000,2025-09-14 20:36:32,1,3346
83245,83245,10000,2025-11-14 20:14:58,1,3347
83292,83292,10000,2025-07-14 17:27:47,1,3348
83312,83312,10000,2025-02-13 18:20:41,1,3349
83353,83353,10000,2025-08-14 19:13:20,1,3350
83359,83359,10000,2025-03-14 06:01:48,1,3351
83404,83404,10000,2025-12-21 01:32:29,1,3352
83435,83435,10000,2025-06-21 13:23:55,1,3353
83454,83454,10000,2025-10-14 05:00:36,1,3354
83490,83490,10000,2025-11-21 12:56:19,1,3355
83558,83558,10000,2025-09-14 21:22:29,1,3356
83561,83561,10000,2025-10-28 01:31:02,1,3357
83587,83587,10000,2025-07-28 13:53:41,1,3358
83608,83608,10000,2025-04-21 13:08:07,1,3359
83630,83630,10000,2025-01-27 14:30:15,1,3360
83670,83670,10000,2025-04-14 07:16:44,1,3361
83677,83677,10000,2025-11-14 12:38:25,1,3362
83756,83756,10000,2025-09-07 03:02:37,1,3363
83785,83785,10000,2025-05-14 02:47:46,1,3364
83810,83810,10000,2025-07-21 05:28:39,1,3365
83818,83818,10000,2025-09-07 00:23:07,1,3366
83834,83834,10000,2025-04-28 03:17:50,1,3367
83881,83881,10000,2025-02-06 10:38:00,1,3368
83954,83954,10000,2025-01-13 16:48:25,1,3369
83982,83982,10000,2025-05-07 14:06:13,1,3370
84116,84116,10000,2025-01-20 08:13:17,1,3371
84136,84136,10000,2025-08-07 14:27:18,1,3372
84169,84169,10000,2025-02-06 09:41:21,1,3373
84172,84172,10000,2025-07-28 07:30:24,1,3374
84252,84252,10000,2025-08-28 20:37:52,1,3375
84313,84313,10000,2025-05-07 14:17:35,1,3376
84409,84409,10000,2025-06-14 20:03:37,1,3377
84413,84413,10000,2025-04-21 17:09:31,1,3378
84426,84426,10000,2025-09-21 15:54:57,1,3379
84453,84453,10000,2025-04-07 03:12:18,1,3380
84484,84484,10000,2025-03-21 16:51:40,1,3381
84490,84490,10000,2025-09-14 15:41:34,1,3382
84520,84520,10000,2025-11-07 16:31:06,1,3383
84536,84536,10000,2025-02-13 05:30:18,1,3384
84585,84585,10000,2025-04-21 19:41:49,1,3385
84595,84595,10000,2025-11-07 17:07:17,1,3386
84653,84653,10000,2025-03-28 00:54:52,1,3387
84676,84676,10000,2025-06-07 06:58:39,1,3388
84723,84723,10000,2025-02-06 11:22:26,1,3389
84729,84729,10000,2025-11-28 10:33:52,1,3390
84733,84733,10000,2025-12-07 07:52:21,1,3391
84815,84815,10000,2025-07-28 03:47:36,1,3392
84839,84839,10000,2025-09-21 18:55:16,1,3393
84876,84876,10000,2025-12-07 03:39:33,1,3394
84877,84877,10000,2025-11-14 01:12:32,1,3395
84909,84909,10000,2025-03-07 11:37:18,1,3396
84911,84911,10000,2025-02-20 04:42:07,1,3397
85013,85013,10000,2025-07-28 09:17:17,1,3398
85035,85035,10000,2025-02-20 09:49:51,1,3399
85137,85137,10000,2025-11-21 10:31:34,1,3400
85150,85150,10000,2025-03-21 07:10:47,1,3401
85168,85168,10000,2025-05-28 17:17:55,1,3402
85171,85171,10000,2025-06-07 02:27:55,1,3403
85185,85185,10000,2025-02-20 18:15:50,1,3404
85189,85189,10000,2025-11-28 20:14:53,1,3405
85273,85273,10000,2025-09-07 19:20:47,1,3406
85277,85277,10000,2025-04-14 19:14:56,1,3407
85296,85296,10000,2025-09-21 07:13:42,1,3408
85298,85298,10000,2025-01-13 17:12:30,1,3409
85307,85307,10000,2025-10-14 02:29:32,1,3410
85366,85366,10000,2025-11-28 20:29:06,1,3411
85382,85382,10000,2025-08-21 01:18:03,1,3412
85393,85393,10000,2025-05-07 04:22:33,1,3413
85439,85439,10000,2025-07-28 05:06:58,1,3414
85457,85457,10000,2025-04-14 19:00:38,1,3415
85462,85462,10000,2025-09-28 12:27:18,1,3416
85475,85475,10000,2025-02-13 18:55:57,1,3417
85491,85491,10000,2025-11-14 07:45:41,1,3418
85507,85507,10000,2025-03-14 19:52:33,1,3419
85543,85543,10000,2025-03-14 06:43:56,1,3420
85570,85570,10000,2025-08-28 23:01:02,1,3421
85594,85594,10000,2025-10-21 05:36:02,1,3422
85609,85609,10000,2025-11-28 21:01:46,1,3423
85646,85646,10000,2025-04-28 03:14:07,1,3424
85651,85651,10000,2025-05-21 09:10:12,1,3425
85666,85666,10000,2025-11-14 18:34:54,1,3426
85671,85671,10000,2025-08-14 17:10:54,1,3427
85680,85680,10000,2025-06-21 18:20:29,1,3428
85749,85749,10000,2025-07-14 01:19:11,1,3429
85779,85779,10000,2025-04-28 06:56:08,1,3430
85784,85784,10000,2025-07-14 08:11:12,1,3431
85822,85822,10000,2025-08-21 01:29:27,1,3432
85838,85838,10000,2025-03-21 23:44:22,1,3433
85881,85881,10000,2025-02-13 14:02:01,1,3434
85905,85905,10000,2025-03-21 13:55:21,1,3435
85942,85942,10000,2025-08-28 19:49:41,1,3436
85968,85968,10000,2025-03-21 07:56:44,1,3437
86007,86007,10000,2025-09-28 11:15:03,1,3438
86021,86021,10000,2025-02-20 16:08:43,1,3439
86025,86025,10000,2025-05-28 14:12:14,1,3440
86037,86037,10000,2025-04-14 18:40:38,1,3441
86052,86052,10000,2025-11-14 17:00:13,1,3442
86063,86063,10000,2025-04-07 06:40:29,1,3443
86110,86110,10000,2025-11-21 05:02:54,1,3444
86118,86118,10000,2025-04-07 19:14:39,1,3445
86183,86183,10000,2025-08-14 03:35:42,1,3446
86187,86187,10000,2025-06-07 01:58:40,1,3447
86205,86205,10000,2025-01-13 03:56:26,1,3448
86243,86243,10000,2025-03-14 09:04:41,1,3449
86266,86266,10000,2025-03-21 18:08:34,1,3450
86297,86297,10000,2025-02-06 12:19:11,1,3451
86343,86343,10000,2025-11-21 06:23:07,1,3452
86406,86406,10000,2025-05-14 18:05:22,1,3453
86524,86524,10000,2025-05-07 14:36:54,1,3454
86532,86532,10000,2025-07-07 02:20:45,1,3455
86547,86547,10000,2025-05-14 16:17:46,1,3456
86553,86553,10000,2025-11-28 21:35:59,1,3457
86596,86596,10000,2025-03-28 15:55:52,1,3458
86615,86615,10000,2025-12-07 14:23:21,1,3459
86629,86629,10000,2025-07-28 15:42:05,1,3460
86638,86638,10000,2025-09-28 09:37:34,1,3461
86685,86685,10000,2025-11-07 06:53:31,1,3462
86714,86714,10000,2025-02-20 09:28:18,1,3463
86726,86726,10000,2025-05-07 07:10:02,1,3464
86762,86762,10000,2025-10-07 13:23:26,1,3465
86786,86786,10000,2025-09-07 01:27:22,1,3466
86839,86839,10000,2025-10-07 08:12:59,1,3467
86847,86847,10000,2025-02-20 22:48:38,1,3468
86882,86882,10000,2025-09-28 06:52:53,1,3469
86918,86918,10000,2025-10-28 15:19:28,1,3470
86933,86933,10000,2025-11-07 23:49:05,1,3471
86972,86972,10000,2025-03-07 23:42:46,1,3472
86983,86983,10000,2025-06-28 10:22:39,1,3473
86985,86985,10000,2025-04-07 08:54:41,1,3474
86987,86987,10000,2025-03-28 19:28:53,1,3475
87001,87001,10000,2025-03-07 05:37:44,1,3476
87015,87015,10000,2025-12-21 20:04:55,1,3477
87064,87064,10000,2025-05-07 19:24:02,1,3478
87104,87104,10000,2025-10-28 05:00:29,1,3479
87109,87109,10000,2025-07-14 08:17:08,1,3480
87120,87120,10000,2025-04-07 08:42:38,1,3481
87171,87171,10000,2025-12-14 01:53:18,1,3482
87201,87201,10000,2025-05-07 15:59:39,1,3483
87221,87221,10000,2025-02-20 19:19:15,1,3484
87267,87267,10000,2025-02-20 18:58:37,1,3485
87297,87297,10000,2025-08-21 19:19:24,1,3486
87318,87318,10000,2025-12-28 21:32:01,1,3487
87320,87320,10000,2025-05-14 00:33:31,1,3488
87338,87338,10000,2025-02-06 14:14:24,1,3489
87340,87340,10000,2025-01-20 10:15:57,1,3490
87348,87348,10000,2025-02-20 08:54:49,1,3491
87352,87352,10000,2025-06-14 16:37:09,1,3492
87391,87391,10000,2025-10-28 04:13:59,1,3493
87404,87404,10000,2025-01-06 21:57:38,1,3494
87423,87423,10000,2025-06-14 15:40:21,1,3495
87440,87440,10000,2025-12-21 10:55:39,1,3496
87461,87461,10000,2025-09-14 14:59:23,1,3497
87491,87491,10000,2025-08-21 09:21:28,1,3498
87516,87516,10000,2025-08-28 17:24:57,1,3499
87519,87519,10000,2025-12-21 11:50:00,1,3500
87578,87578,10000,2025-06-14 03:16:28,1,3501
87625,87625,10000,2025-07-14 03:39:21,1,3502
87626,87626,10000,2025-07-07 07:57:38,1,3503
87654,87654,10000,2025-03-21 23:29:41,1,3504
87673,87673,10000,2025-03-07 17:15:16,1,3505
87717,87717,10000,2025-07-21 03:25:13,1,3506
87723,87723,10000,2025-09-28 10:28:38,1,3507
87756,87756,10000,2025-03-07 17:58:23,1,3508
87765,87765,10000,2025-10-07 14:42:40,1,3509
87790,87790,10000,2025-08-07 03:49:00,1,3510
87884,87884,10000,2025-10-14 17:24:44,1,3511
87891,87891,10000,2025-11-07 23:12:40,1,3512
87899,87899,10000,2025-06-07 06:59:04,1,3513
87939,87939,10000,2025-04-14 10:37:54,1,3514
88014,88014,10000,2025-01-06 00:29:09,1,3515
88058,88058,10000,2025-02-13 11:47:43,1,3516
88074,88074,10000,2025-10-21 01:56:47,1,3517
88078,88078,10000,2025-11-07 08:05:56,1,3518
88106,88106,10000,2025-10-07 15:46:32,1,3519
88114,88114,10000,2025-03-14 06:11:09,1,3520
88142,88142,10000,2025-06-07 06:13:10,1,3521
88158,88158,10000,2025-09-28 07:58:20,1,3522
88177,88177,10000,2025-04-28 10:03:46,1,3523
88216,88216,10000,2025-03-21 03:35:58,1,3524
88276,88276,10000,2025-04-21 15:57:06,1,3525
88302,88302,10000,2025-03-28 15:17:08,1,3526
88322,88322,10000,2025-03-21 21:33:03,1,3527
88330,88330,10000,2025-09-07 16:50:10,1,3528
88334,88334,10000,2025-03-07 03:24:10,1,3529
88354,88354,10000,2025-08-14 08:57:23,1,3530
88379,88379,10000,2025-07-07 14:51:13,1,3531
88391,88391,10000,2025-02-13 10:10:50,1,3532
88428,88428,10000,2025-06-21 21:42:03,1,3533
88438,88438,10000,2025-02-27 14:03:44,1,3534
88442,88442,10000,2025-12-07 03:33:35,1,3535
88507,88507,10000,2025-08-28 03:45:59,1,3536
88510,88510,10000,2025-11-28 17:58:56,1,3537
88513,88513,10000,2025-04-07 17:13:24,1,3538
88583,88583,10000,2025-08-07 09:19:44,1,3539
